"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2020-12-16,"12-17yrs",0,0,0,0,961857,.0000,.0000,.0000
2020-12-16,"18-29yrs",29,0,0,0,2454802,.0000,.0000,.0000
2020-12-16,"30-39yrs",84,0,0,0,2077137,.0000,.0000,.0000
2020-12-16,"40-49yrs",93,0,0,0,1855340,.0001,.0000,.0000
2020-12-16,"50-59yrs",148,0,0,0,2019276,.0001,.0000,.0000
2020-12-16,"60-69yrs",85,0,0,0,1813493,.0000,.0000,.0000
2020-12-16,"70-79yrs",21,0,0,0,1181151,.0000,.0000,.0000
2020-12-16,"80+",6,0,0,0,674976,.0000,.0000,.0000
2020-12-16,"Adults_18plus",466,0,0,0,12076175,.0000,.0000,.0000
2020-12-16,"Ontario_12plus",466,0,0,0,13038032,.0000,.0000,.0000
2020-12-16,"Undisclosed_or_missing",0,0,0,0,0,.0000,.0000,.0000
2020-12-17,"12-17yrs",0,0,0,0,961857,.0000,.0000,.0000
2020-12-17,"18-29yrs",93,0,0,0,2454802,.0000,.0000,.0000
2020-12-17,"30-39yrs",230,0,0,0,2077137,.0001,.0000,.0000
2020-12-17,"40-49yrs",274,0,0,0,1855340,.0001,.0000,.0000
2020-12-17,"50-59yrs",334,0,0,0,2019276,.0002,.0000,.0000
2020-12-17,"60-69yrs",215,0,0,0,1813493,.0001,.0000,.0000
2020-12-17,"70-79yrs",45,0,0,0,1181151,.0000,.0000,.0000
2020-12-17,"80+",6,0,0,0,674976,.0000,.0000,.0000
2020-12-17,"Adults_18plus",1197,0,0,0,12076175,.0001,.0000,.0000
2020-12-17,"Ontario_12plus",1197,0,0,0,13038032,.0001,.0000,.0000
2020-12-17,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-18,"12-17yrs",0,0,0,0,961857,.0000,.0000,.0000
2020-12-18,"18-29yrs",191,0,0,0,2454802,.0001,.0000,.0000
2020-12-18,"30-39yrs",434,0,0,0,2077137,.0002,.0000,.0000
2020-12-18,"40-49yrs",503,0,0,0,1855340,.0003,.0000,.0000
2020-12-18,"50-59yrs",618,0,0,0,2019276,.0003,.0000,.0000
2020-12-18,"60-69yrs",421,0,0,0,1813493,.0002,.0000,.0000
2020-12-18,"70-79yrs",71,0,0,0,1181151,.0001,.0000,.0000
2020-12-18,"80+",9,0,0,0,674976,.0000,.0000,.0000
2020-12-18,"Adults_18plus",2247,0,0,0,12076175,.0002,.0000,.0000
2020-12-18,"Ontario_12plus",2247,0,0,0,13038032,.0002,.0000,.0000
2020-12-18,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-19,"12-17yrs",2,0,0,0,961857,.0000,.0000,.0000
2020-12-19,"18-29yrs",269,0,0,0,2454802,.0001,.0000,.0000
2020-12-19,"30-39yrs",643,0,0,0,2077137,.0003,.0000,.0000
2020-12-19,"40-49yrs",737,0,0,0,1855340,.0004,.0000,.0000
2020-12-19,"50-59yrs",944,0,0,0,2019276,.0005,.0000,.0000
2020-12-19,"60-69yrs",650,0,0,0,1813493,.0004,.0000,.0000
2020-12-19,"70-79yrs",107,0,0,0,1181151,.0001,.0000,.0000
2020-12-19,"80+",12,0,0,0,674976,.0000,.0000,.0000
2020-12-19,"Adults_18plus",3362,0,0,0,12076175,.0003,.0000,.0000
2020-12-19,"Ontario_12plus",3364,0,0,0,13038032,.0003,.0000,.0000
2020-12-19,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-20,"12-17yrs",2,0,0,0,961857,.0000,.0000,.0000
2020-12-20,"18-29yrs",275,0,0,0,2454802,.0001,.0000,.0000
2020-12-20,"30-39yrs",670,0,0,0,2077137,.0003,.0000,.0000
2020-12-20,"40-49yrs",748,0,0,0,1855340,.0004,.0000,.0000
2020-12-20,"50-59yrs",954,0,0,0,2019276,.0005,.0000,.0000
2020-12-20,"60-69yrs",652,0,0,0,1813493,.0004,.0000,.0000
2020-12-20,"70-79yrs",107,0,0,0,1181151,.0001,.0000,.0000
2020-12-20,"80+",14,0,0,0,674976,.0000,.0000,.0000
2020-12-20,"Adults_18plus",3420,0,0,0,12076175,.0003,.0000,.0000
2020-12-20,"Ontario_12plus",3422,0,0,0,13038032,.0003,.0000,.0000
2020-12-20,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-21,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-21,"18-29yrs",284,0,0,0,2454802,.0001,.0000,.0000
2020-12-21,"30-39yrs",702,0,0,0,2077137,.0003,.0000,.0000
2020-12-21,"40-49yrs",763,0,0,0,1855340,.0004,.0000,.0000
2020-12-21,"50-59yrs",972,0,0,0,2019276,.0005,.0000,.0000
2020-12-21,"60-69yrs",656,0,0,0,1813493,.0004,.0000,.0000
2020-12-21,"70-79yrs",109,0,0,0,1181151,.0001,.0000,.0000
2020-12-21,"80+",14,0,0,0,674976,.0000,.0000,.0000
2020-12-21,"Adults_18plus",3500,0,0,0,12076175,.0003,.0000,.0000
2020-12-21,"Ontario_12plus",3503,0,0,0,13038032,.0003,.0000,.0000
2020-12-21,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-22,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-22,"18-29yrs",387,0,0,0,2454802,.0002,.0000,.0000
2020-12-22,"30-39yrs",879,0,0,0,2077137,.0004,.0000,.0000
2020-12-22,"40-49yrs",915,0,0,0,1855340,.0005,.0000,.0000
2020-12-22,"50-59yrs",1196,0,0,0,2019276,.0006,.0000,.0000
2020-12-22,"60-69yrs",806,0,0,0,1813493,.0004,.0000,.0000
2020-12-22,"70-79yrs",138,0,0,0,1181151,.0001,.0000,.0000
2020-12-22,"80+",15,0,0,0,674976,.0000,.0000,.0000
2020-12-22,"Adults_18plus",4336,0,0,0,12076175,.0004,.0000,.0000
2020-12-22,"Ontario_12plus",4339,0,0,0,13038032,.0003,.0000,.0000
2020-12-22,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-23,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-23,"18-29yrs",623,0,0,0,2454802,.0003,.0000,.0000
2020-12-23,"30-39yrs",1344,0,0,0,2077137,.0006,.0000,.0000
2020-12-23,"40-49yrs",1411,0,0,0,1855340,.0008,.0000,.0000
2020-12-23,"50-59yrs",1790,0,0,0,2019276,.0009,.0000,.0000
2020-12-23,"60-69yrs",1291,0,0,0,1813493,.0007,.0000,.0000
2020-12-23,"70-79yrs",216,0,0,0,1181151,.0002,.0000,.0000
2020-12-23,"80+",134,0,0,0,674976,.0002,.0000,.0000
2020-12-23,"Adults_18plus",6809,0,0,0,12076175,.0006,.0000,.0000
2020-12-23,"Ontario_12plus",6812,0,0,0,13038032,.0005,.0000,.0000
2020-12-23,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-24,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-24,"18-29yrs",978,0,0,0,2454802,.0004,.0000,.0000
2020-12-24,"30-39yrs",2052,0,0,0,2077137,.0010,.0000,.0000
2020-12-24,"40-49yrs",2119,0,0,0,1855340,.0011,.0000,.0000
2020-12-24,"50-59yrs",2743,0,0,0,2019276,.0014,.0000,.0000
2020-12-24,"60-69yrs",2009,0,0,0,1813493,.0011,.0000,.0000
2020-12-24,"70-79yrs",406,0,0,0,1181151,.0003,.0000,.0000
2020-12-24,"80+",293,0,0,0,674976,.0004,.0000,.0000
2020-12-24,"Adults_18plus",10600,0,0,0,12076175,.0009,.0000,.0000
2020-12-24,"Ontario_12plus",10603,0,0,0,13038032,.0008,.0000,.0000
2020-12-24,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-25,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-25,"18-29yrs",1133,0,0,0,2454802,.0005,.0000,.0000
2020-12-25,"30-39yrs",2398,0,0,0,2077137,.0012,.0000,.0000
2020-12-25,"40-49yrs",2557,0,0,0,1855340,.0014,.0000,.0000
2020-12-25,"50-59yrs",3246,0,0,0,2019276,.0016,.0000,.0000
2020-12-25,"60-69yrs",2376,0,0,0,1813493,.0013,.0000,.0000
2020-12-25,"70-79yrs",485,0,0,0,1181151,.0004,.0000,.0000
2020-12-25,"80+",346,0,0,0,674976,.0005,.0000,.0000
2020-12-25,"Adults_18plus",12541,0,0,0,12076175,.0010,.0000,.0000
2020-12-25,"Ontario_12plus",12544,0,0,0,13038032,.0010,.0000,.0000
2020-12-25,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-26,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-26,"18-29yrs",1140,0,0,0,2454802,.0005,.0000,.0000
2020-12-26,"30-39yrs",2400,0,0,0,2077137,.0012,.0000,.0000
2020-12-26,"40-49yrs",2560,0,0,0,1855340,.0014,.0000,.0000
2020-12-26,"50-59yrs",3251,0,0,0,2019276,.0016,.0000,.0000
2020-12-26,"60-69yrs",2380,0,0,0,1813493,.0013,.0000,.0000
2020-12-26,"70-79yrs",487,0,0,0,1181151,.0004,.0000,.0000
2020-12-26,"80+",347,0,0,0,674976,.0005,.0000,.0000
2020-12-26,"Adults_18plus",12565,0,0,0,12076175,.0010,.0000,.0000
2020-12-26,"Ontario_12plus",12568,0,0,0,13038032,.0010,.0000,.0000
2020-12-26,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-27,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-27,"18-29yrs",1156,0,0,0,2454802,.0005,.0000,.0000
2020-12-27,"30-39yrs",2426,0,0,0,2077137,.0012,.0000,.0000
2020-12-27,"40-49yrs",2575,0,0,0,1855340,.0014,.0000,.0000
2020-12-27,"50-59yrs",3263,0,0,0,2019276,.0016,.0000,.0000
2020-12-27,"60-69yrs",2388,0,0,0,1813493,.0013,.0000,.0000
2020-12-27,"70-79yrs",487,0,0,0,1181151,.0004,.0000,.0000
2020-12-27,"80+",347,0,0,0,674976,.0005,.0000,.0000
2020-12-27,"Adults_18plus",12642,0,0,0,12076175,.0010,.0000,.0000
2020-12-27,"Ontario_12plus",12645,0,0,0,13038032,.0010,.0000,.0000
2020-12-27,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-28,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-28,"18-29yrs",1187,0,0,0,2454802,.0005,.0000,.0000
2020-12-28,"30-39yrs",2471,0,0,0,2077137,.0012,.0000,.0000
2020-12-28,"40-49yrs",2620,0,0,0,1855340,.0014,.0000,.0000
2020-12-28,"50-59yrs",3307,0,0,0,2019276,.0016,.0000,.0000
2020-12-28,"60-69yrs",2441,0,0,0,1813493,.0013,.0000,.0000
2020-12-28,"70-79yrs",512,0,0,0,1181151,.0004,.0000,.0000
2020-12-28,"80+",359,0,0,0,674976,.0005,.0000,.0000
2020-12-28,"Adults_18plus",12897,0,0,0,12076175,.0011,.0000,.0000
2020-12-28,"Ontario_12plus",12900,0,0,0,13038032,.0010,.0000,.0000
2020-12-28,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-29,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-29,"18-29yrs",1376,0,0,0,2454802,.0006,.0000,.0000
2020-12-29,"30-39yrs",2883,0,0,0,2077137,.0014,.0000,.0000
2020-12-29,"40-49yrs",3137,0,0,0,1855340,.0017,.0000,.0000
2020-12-29,"50-59yrs",3951,0,0,0,2019276,.0020,.0000,.0000
2020-12-29,"60-69yrs",3007,0,0,0,1813493,.0017,.0000,.0000
2020-12-29,"70-79yrs",625,0,0,0,1181151,.0005,.0000,.0000
2020-12-29,"80+",376,0,0,0,674976,.0006,.0000,.0000
2020-12-29,"Adults_18plus",15355,0,0,0,12076175,.0013,.0000,.0000
2020-12-29,"Ontario_12plus",15358,0,0,0,13038032,.0012,.0000,.0000
2020-12-29,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-30,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-30,"18-29yrs",1789,0,0,0,2454802,.0007,.0000,.0000
2020-12-30,"30-39yrs",3757,0,0,0,2077137,.0018,.0000,.0000
2020-12-30,"40-49yrs",4119,0,0,0,1855340,.0022,.0000,.0000
2020-12-30,"50-59yrs",5081,0,0,0,2019276,.0025,.0000,.0000
2020-12-30,"60-69yrs",4061,0,0,0,1813493,.0022,.0000,.0000
2020-12-30,"70-79yrs",907,0,0,0,1181151,.0008,.0000,.0000
2020-12-30,"80+",486,0,0,0,674976,.0007,.0000,.0000
2020-12-30,"Adults_18plus",20200,0,0,0,12076175,.0017,.0000,.0000
2020-12-30,"Ontario_12plus",20203,0,0,0,13038032,.0015,.0000,.0000
2020-12-30,"Undisclosed_or_missing",1,0,0,0,0,.0000,.0000,.0000
2020-12-31,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2020-12-31,"18-29yrs",2374,0,0,0,2454802,.0010,.0000,.0000
2020-12-31,"30-39yrs",4866,0,0,0,2077137,.0023,.0000,.0000
2020-12-31,"40-49yrs",5274,0,0,0,1855340,.0028,.0000,.0000
2020-12-31,"50-59yrs",6433,0,0,0,2019276,.0032,.0000,.0000
2020-12-31,"60-69yrs",5227,0,0,0,1813493,.0029,.0000,.0000
2020-12-31,"70-79yrs",1188,0,0,0,1181151,.0010,.0000,.0000
2020-12-31,"80+",584,0,0,0,674976,.0009,.0000,.0000
2020-12-31,"Adults_18plus",25946,0,0,0,12076175,.0021,.0000,.0000
2020-12-31,"Ontario_12plus",25949,0,0,0,13038032,.0020,.0000,.0000
2020-12-31,"Undisclosed_or_missing",4,0,0,0,0,.0000,.0000,.0000
2021-01-01,"12-17yrs",3,0,0,0,961857,.0000,.0000,.0000
2021-01-01,"18-29yrs",2951,0,0,0,2454802,.0012,.0000,.0000
2021-01-01,"30-39yrs",5998,0,0,0,2077137,.0029,.0000,.0000
2021-01-01,"40-49yrs",6403,0,0,0,1855340,.0035,.0000,.0000
2021-01-01,"50-59yrs",7788,0,0,0,2019276,.0039,.0000,.0000
2021-01-01,"60-69yrs",6338,0,0,0,1813493,.0035,.0000,.0000
2021-01-01,"70-79yrs",1549,0,0,0,1181151,.0013,.0000,.0000
2021-01-01,"80+",1162,0,0,0,674976,.0017,.0000,.0000
2021-01-01,"Adults_18plus",32189,0,0,0,12076175,.0027,.0000,.0000
2021-01-01,"Ontario_12plus",32192,0,0,0,13038032,.0025,.0000,.0000
2021-01-01,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-02,"12-17yrs",4,0,0,0,961857,.0000,.0000,.0000
2021-01-02,"18-29yrs",3406,0,0,0,2454802,.0014,.0000,.0000
2021-01-02,"30-39yrs",6988,0,0,0,2077137,.0034,.0000,.0000
2021-01-02,"40-49yrs",7420,0,0,0,1855340,.0040,.0000,.0000
2021-01-02,"50-59yrs",8737,0,0,0,2019276,.0043,.0000,.0000
2021-01-02,"60-69yrs",7064,0,0,0,1813493,.0039,.0000,.0000
2021-01-02,"70-79yrs",1769,0,0,0,1181151,.0015,.0000,.0000
2021-01-02,"80+",1358,0,0,0,674976,.0020,.0000,.0000
2021-01-02,"Adults_18plus",36742,0,0,0,12076175,.0030,.0000,.0000
2021-01-02,"Ontario_12plus",36746,0,0,0,13038032,.0028,.0000,.0000
2021-01-02,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-03,"12-17yrs",4,0,0,0,961857,.0000,.0000,.0000
2021-01-03,"18-29yrs",3920,0,0,0,2454802,.0016,.0000,.0000
2021-01-03,"30-39yrs",7986,0,0,0,2077137,.0038,.0000,.0000
2021-01-03,"40-49yrs",8399,0,0,0,1855340,.0045,.0000,.0000
2021-01-03,"50-59yrs",9766,0,0,0,2019276,.0048,.0000,.0000
2021-01-03,"60-69yrs",7878,0,0,0,1813493,.0043,.0000,.0000
2021-01-03,"70-79yrs",2058,0,0,0,1181151,.0017,.0000,.0000
2021-01-03,"80+",2122,0,0,0,674976,.0031,.0000,.0000
2021-01-03,"Adults_18plus",42129,0,0,0,12076175,.0035,.0000,.0000
2021-01-03,"Ontario_12plus",42133,0,0,0,13038032,.0032,.0000,.0000
2021-01-03,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-04,"12-17yrs",4,0,0,0,961857,.0000,.0000,.0000
2021-01-04,"18-29yrs",4610,0,0,0,2454802,.0019,.0000,.0000
2021-01-04,"30-39yrs",9160,0,0,0,2077137,.0044,.0000,.0000
2021-01-04,"40-49yrs",9571,0,0,0,1855340,.0052,.0000,.0000
2021-01-04,"50-59yrs",10973,0,0,0,2019276,.0054,.0000,.0000
2021-01-04,"60-69yrs",8829,0,0,0,1813493,.0049,.0000,.0000
2021-01-04,"70-79yrs",2393,0,0,0,1181151,.0020,.0000,.0000
2021-01-04,"80+",2587,0,0,0,674976,.0038,.0000,.0000
2021-01-04,"Adults_18plus",48123,0,0,0,12076175,.0040,.0000,.0000
2021-01-04,"Ontario_12plus",48127,0,0,0,13038032,.0037,.0000,.0000
2021-01-04,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-05,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-05,"18-29yrs",5504,0,0,0,2454802,.0022,.0000,.0000
2021-01-05,"30-39yrs",11075,0,0,0,2077137,.0053,.0000,.0000
2021-01-05,"40-49yrs",11516,0,0,0,1855340,.0062,.0000,.0000
2021-01-05,"50-59yrs",13083,0,0,0,2019276,.0065,.0000,.0000
2021-01-05,"60-69yrs",10445,0,0,0,1813493,.0058,.0000,.0000
2021-01-05,"70-79yrs",2847,0,0,0,1181151,.0024,.0000,.0000
2021-01-05,"80+",3315,0,0,0,674976,.0049,.0000,.0000
2021-01-05,"Adults_18plus",57785,0,0,0,12076175,.0048,.0000,.0000
2021-01-05,"Ontario_12plus",57791,0,0,0,13038032,.0044,.0000,.0000
2021-01-05,"Undisclosed_or_missing",5,0,0,0,0,.0000,.0000,.0000
2021-01-06,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-06,"18-29yrs",6537,32,0,0,2454802,.0027,.0000,.0000
2021-01-06,"30-39yrs",13358,93,0,0,2077137,.0064,.0000,.0000
2021-01-06,"40-49yrs",13804,99,0,0,1855340,.0074,.0001,.0000
2021-01-06,"50-59yrs",15511,149,0,0,2019276,.0077,.0001,.0000
2021-01-06,"60-69yrs",12380,89,0,0,1813493,.0068,.0000,.0000
2021-01-06,"70-79yrs",3642,20,0,0,1181151,.0031,.0000,.0000
2021-01-06,"80+",4882,0,0,0,674976,.0072,.0000,.0000
2021-01-06,"Adults_18plus",70114,482,0,0,12076175,.0058,.0000,.0000
2021-01-06,"Ontario_12plus",70120,482,0,0,13038032,.0054,.0000,.0000
2021-01-06,"Undisclosed_or_missing",7,0,0,0,0,.0000,.0000,.0000
2021-01-07,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-07,"18-29yrs",7770,87,0,0,2454802,.0032,.0000,.0000
2021-01-07,"30-39yrs",16033,232,0,0,2077137,.0077,.0001,.0000
2021-01-07,"40-49yrs",16190,268,0,0,1855340,.0087,.0001,.0000
2021-01-07,"50-59yrs",18289,336,0,0,2019276,.0091,.0002,.0000
2021-01-07,"60-69yrs",14557,214,0,0,1813493,.0080,.0001,.0000
2021-01-07,"70-79yrs",4700,44,0,0,1181151,.0040,.0000,.0000
2021-01-07,"80+",8087,0,0,0,674976,.0120,.0000,.0000
2021-01-07,"Adults_18plus",85626,1181,0,0,12076175,.0071,.0001,.0000
2021-01-07,"Ontario_12plus",85632,1181,0,0,13038032,.0066,.0001,.0000
2021-01-07,"Undisclosed_or_missing",10,0,0,0,0,.0000,.0000,.0000
2021-01-08,"12-17yrs",6,0,0,0,961857,.0000,.0000,.0000
2021-01-08,"18-29yrs",9306,176,0,0,2454802,.0038,.0001,.0000
2021-01-08,"30-39yrs",19140,423,0,0,2077137,.0092,.0002,.0000
2021-01-08,"40-49yrs",19100,491,0,0,1855340,.0103,.0003,.0000
2021-01-08,"50-59yrs",21511,612,0,0,2019276,.0107,.0003,.0000
2021-01-08,"60-69yrs",17164,410,0,0,1813493,.0095,.0002,.0000
2021-01-08,"70-79yrs",5827,70,0,0,1181151,.0049,.0001,.0000
2021-01-08,"80+",10606,3,0,0,674976,.0157,.0000,.0000
2021-01-08,"Adults_18plus",102654,2185,0,0,12076175,.0085,.0002,.0000
2021-01-08,"Ontario_12plus",102660,2185,0,0,13038032,.0079,.0002,.0000
2021-01-08,"Undisclosed_or_missing",10,0,0,0,0,.0000,.0000,.0000
2021-01-09,"12-17yrs",6,2,0,0,961857,.0000,.0000,.0000
2021-01-09,"18-29yrs",10750,245,0,0,2454802,.0044,.0001,.0000
2021-01-09,"30-39yrs",22175,622,0,0,2077137,.0107,.0003,.0000
2021-01-09,"40-49yrs",22043,718,0,0,1855340,.0119,.0004,.0000
2021-01-09,"50-59yrs",24955,921,0,0,2019276,.0124,.0005,.0000
2021-01-09,"60-69yrs",20103,634,0,0,1813493,.0111,.0003,.0000
2021-01-09,"70-79yrs",6984,105,0,0,1181151,.0059,.0001,.0000
2021-01-09,"80+",14068,4,0,0,674976,.0208,.0000,.0000
2021-01-09,"Adults_18plus",121078,3249,0,0,12076175,.0100,.0003,.0000
2021-01-09,"Ontario_12plus",121084,3251,0,0,13038032,.0093,.0002,.0000
2021-01-09,"Undisclosed_or_missing",18,0,0,0,0,.0000,.0000,.0000
2021-01-10,"12-17yrs",6,2,0,0,961857,.0000,.0000,.0000
2021-01-10,"18-29yrs",11766,247,0,0,2454802,.0048,.0001,.0000
2021-01-10,"30-39yrs",24168,643,0,0,2077137,.0116,.0003,.0000
2021-01-10,"40-49yrs",24033,726,0,0,1855340,.0130,.0004,.0000
2021-01-10,"50-59yrs",27038,927,0,0,2019276,.0134,.0005,.0000
2021-01-10,"60-69yrs",21997,635,0,0,1813493,.0121,.0004,.0000
2021-01-10,"70-79yrs",7803,105,0,0,1181151,.0066,.0001,.0000
2021-01-10,"80+",15597,5,0,0,674976,.0231,.0000,.0000
2021-01-10,"Adults_18plus",132402,3288,0,0,12076175,.0110,.0003,.0000
2021-01-10,"Ontario_12plus",132408,3290,0,0,13038032,.0102,.0003,.0000
2021-01-10,"Undisclosed_or_missing",19,0,0,0,0,.0000,.0000,.0000
2021-01-11,"12-17yrs",7,2,0,0,961857,.0000,.0000,.0000
2021-01-11,"18-29yrs",12751,252,0,0,2454802,.0052,.0001,.0000
2021-01-11,"30-39yrs",26156,666,0,0,2077137,.0126,.0003,.0000
2021-01-11,"40-49yrs",26041,734,0,0,1855340,.0140,.0004,.0000
2021-01-11,"50-59yrs",29002,935,0,0,2019276,.0144,.0005,.0000
2021-01-11,"60-69yrs",23801,639,0,0,1813493,.0131,.0004,.0000
2021-01-11,"70-79yrs",8694,106,0,0,1181151,.0074,.0001,.0000
2021-01-11,"80+",17619,5,0,0,674976,.0261,.0000,.0000
2021-01-11,"Adults_18plus",144064,3337,0,0,12076175,.0119,.0003,.0000
2021-01-11,"Ontario_12plus",144071,3339,0,0,13038032,.0111,.0003,.0000
2021-01-11,"Undisclosed_or_missing",19,0,0,0,0,.0000,.0000,.0000
2021-01-12,"12-17yrs",9,2,0,0,961857,.0000,.0000,.0000
2021-01-12,"18-29yrs",13840,288,0,0,2454802,.0056,.0001,.0000
2021-01-12,"30-39yrs",28421,757,0,0,2077137,.0137,.0004,.0000
2021-01-12,"40-49yrs",28066,788,0,0,1855340,.0151,.0004,.0000
2021-01-12,"50-59yrs",31302,1011,0,0,2019276,.0155,.0005,.0000
2021-01-12,"60-69yrs",25862,675,0,0,1813493,.0143,.0004,.0000
2021-01-12,"70-79yrs",9741,112,0,0,1181151,.0082,.0001,.0000
2021-01-12,"80+",20995,6,0,0,674976,.0311,.0000,.0000
2021-01-12,"Adults_18plus",158227,3637,0,0,12076175,.0131,.0003,.0000
2021-01-12,"Ontario_12plus",158236,3639,0,0,13038032,.0121,.0003,.0000
2021-01-12,"Undisclosed_or_missing",19,0,0,0,0,.0000,.0000,.0000
2021-01-13,"12-17yrs",10,2,0,0,961857,.0000,.0000,.0000
2021-01-13,"18-29yrs",14803,408,0,0,2454802,.0060,.0002,.0000
2021-01-13,"30-39yrs",30329,1093,0,0,2077137,.0146,.0005,.0000
2021-01-13,"40-49yrs",29792,1117,0,0,1855340,.0161,.0006,.0000
2021-01-13,"50-59yrs",33218,1410,0,0,2019276,.0165,.0007,.0000
2021-01-13,"60-69yrs",27678,957,0,0,1813493,.0153,.0005,.0000
2021-01-13,"70-79yrs",10848,141,0,0,1181151,.0092,.0001,.0000
2021-01-13,"80+",25363,106,0,0,674976,.0376,.0002,.0000
2021-01-13,"Adults_18plus",172031,5232,0,0,12076175,.0142,.0004,.0000
2021-01-13,"Ontario_12plus",172041,5234,0,0,13038032,.0132,.0004,.0000
2021-01-13,"Undisclosed_or_missing",20,0,0,0,0,.0000,.0000,.0000
2021-01-14,"12-17yrs",10,2,0,0,961857,.0000,.0000,.0000
2021-01-14,"18-29yrs",15948,604,0,0,2454802,.0065,.0002,.0000
2021-01-14,"30-39yrs",32447,1580,0,0,2077137,.0156,.0008,.0000
2021-01-14,"40-49yrs",31780,1612,0,0,1855340,.0171,.0009,.0000
2021-01-14,"50-59yrs",35483,2037,0,0,2019276,.0176,.0010,.0000
2021-01-14,"60-69yrs",29996,1394,0,0,1813493,.0165,.0008,.0000
2021-01-14,"70-79yrs",12273,228,0,0,1181151,.0104,.0002,.0000
2021-01-14,"80+",30845,214,0,0,674976,.0457,.0003,.0000
2021-01-14,"Adults_18plus",188772,7669,0,0,12076175,.0156,.0006,.0000
2021-01-14,"Ontario_12plus",188782,7671,0,0,13038032,.0145,.0006,.0000
2021-01-14,"Undisclosed_or_missing",20,0,0,0,0,.0000,.0000,.0000
2021-01-15,"12-17yrs",10,2,0,0,961857,.0000,.0000,.0000
2021-01-15,"18-29yrs",17195,772,0,0,2454802,.0070,.0003,.0000
2021-01-15,"30-39yrs",34813,1951,0,0,2077137,.0168,.0009,.0000
2021-01-15,"40-49yrs",34066,2037,0,0,1855340,.0184,.0011,.0000
2021-01-15,"50-59yrs",38143,2565,0,0,2019276,.0189,.0013,.0000
2021-01-15,"60-69yrs",32681,1779,0,0,1813493,.0180,.0010,.0000
2021-01-15,"70-79yrs",13896,306,0,0,1181151,.0118,.0003,.0000
2021-01-15,"80+",35996,297,0,0,674976,.0533,.0004,.0000
2021-01-15,"Adults_18plus",206790,9707,0,0,12076175,.0171,.0008,.0000
2021-01-15,"Ontario_12plus",206800,9709,0,0,13038032,.0159,.0007,.0000
2021-01-15,"Undisclosed_or_missing",22,0,0,0,0,.0000,.0000,.0000
2021-01-16,"12-17yrs",10,2,0,0,961857,.0000,.0000,.0000
2021-01-16,"18-29yrs",18415,908,0,0,2454802,.0075,.0004,.0000
2021-01-16,"30-39yrs",36764,2136,0,0,2077137,.0177,.0010,.0000
2021-01-16,"40-49yrs",36020,2256,0,0,1855340,.0194,.0012,.0000
2021-01-16,"50-59yrs",40461,2878,0,0,2019276,.0200,.0014,.0000
2021-01-16,"60-69yrs",34991,2035,0,0,1813493,.0193,.0011,.0000
2021-01-16,"70-79yrs",15264,362,0,0,1181151,.0129,.0003,.0000
2021-01-16,"80+",40795,304,0,0,674976,.0604,.0005,.0000
2021-01-16,"Adults_18plus",222710,10879,0,0,12076175,.0184,.0009,.0000
